account_id,engagement_propensity,p_activate_true,p_convert_true,p_annual_true,p_late_upgrade_true
1617,0.167,0.2967,0.4927,0.101,0.0375
1618,0.3063,0.3334,0.562,0.2552,
1619,0.0739,0.2506,0.0825,0.0507,0.0286
1620,0.2604,0.3477,0.1155,0.1918,0.049
1621,0.1515,0.2535,0.0951,0.1101,
1622,0.0577,0.243,0.0801,0.0448,0.0273
1623,0.0973,0.2617,0.4579,0.0742,
1624,0.2566,0.3063,0.1147,0.1871,0.0485
1625,0.2428,0.3377,0.112,0.2043,
1626,0.1664,0.2964,0.0976,0.1006,0.0374
1627,0.1241,0.2749,0.0904,0.0739,0.0331
1628,0.2894,0.324,0.1216,0.2303,0.0532
1629,0.3151,0.3383,0.5663,0.2688,
1630,0.4032,0.4323,0.609,0.4809,
1631,0.1934,0.3107,0.5059,0.1474,
1632,0.3667,0.3677,0.1391,0.4089,
1633,0.3038,0.3726,0.1247,0.2514,0.0554
1634,0.0323,0.2013,0.0764,0.0369,0.0253
1635,0.4053,0.4336,0.61,0.4306,0.0737
1636,0.3373,0.3924,0.5772,0.3535,
1637,0.0516,0.2402,0.0792,0.0527,
1638,0.1057,0.2324,0.0875,0.0644,0.0314
1639,0.53,0.4666,0.183,0.6722,0.1037
1640,0.1392,0.2477,0.093,0.0826,0.0346
1641,0.1013,0.2305,0.0868,0.0623,0.031
1642,0.0598,0.2126,0.0804,0.0455,0.0275
1643,0.0687,0.2481,0.0817,0.0487,0.0282
1644,0.4015,0.4313,0.1476,0.4775,
1645,0.2884,0.3637,0.5532,0.2289,
1646,0.3635,0.3659,0.1383,0.3512,0.0656
1647,0.1519,0.2889,0.0951,0.0906,0.0359
1648,0.2126,0.2835,0.1061,0.1393,0.0427
1649,0.4083,0.4355,0.1493,0.4365,0.0743
1650,0.1247,0.2752,0.0905,0.0742,0.0332
1651,0.2516,0.3037,0.1137,0.1811,0.0478
1652,0.1282,0.2426,0.4733,0.0761,0.0335
1653,0.2156,0.3227,0.1067,0.1422,0.0431
1654,0.2404,0.2978,0.1115,0.1682,0.0463
1655,0.193,0.3105,0.1024,0.1216,0.0404
1656,0.3323,0.3895,0.131,0.2967,0.0601
1657,0.081,0.2216,0.4498,0.0657,
1658,0.348,0.3988,0.1347,0.3235,0.0628
1659,0.302,0.331,0.1243,0.2487,0.0552
1660,0.1925,0.2734,0.5054,0.1211,
1661,0.3545,0.4027,0.1362,0.335,0.064
1662,0.3037,0.3319,0.1247,0.2512,0.0554
1663,0.43,0.4052,0.6217,0.4796,0.0789
1664,0.3068,0.3336,0.1253,0.2999,
1665,0.0543,0.2415,0.0796,0.0436,0.027
1666,0.3662,0.3674,0.5912,0.3562,0.0661
1667,0.3655,0.367,0.1388,0.3549,0.066
1668,0.2532,0.3436,0.5357,0.183,
1669,0.1999,0.3142,0.1037,0.1276,0.0412
1670,0.2685,0.3523,0.5433,0.2398,
1671,0.1209,0.2733,0.0899,0.0721,0.0328
1672,0.0468,0.2381,0.0785,0.0412,0.0264
1673,0.1509,0.2884,0.095,0.0899,0.0358
1674,0.2824,0.3602,0.5502,0.2606,
1675,0.4821,0.437,0.6459,0.6353,
1676,0.2469,0.3012,0.5326,0.1756,0.0471
1677,0.3182,0.34,0.5678,0.2737,
1678,0.2113,0.3204,0.5148,0.1381,
1679,0.0662,0.247,0.0814,0.0478,0.028
1680,0.3808,0.3759,0.5983,0.4364,
1681,0.376,0.4157,0.1413,0.3743,
1682,0.3429,0.354,0.1335,0.3146,0.0619
1683,0.3346,0.3908,0.1316,0.3005,0.0605
1684,0.7596,0.6499,0.7606,0.9413,
1685,0.3083,0.3753,0.563,0.2582,
1686,0.0236,0.2277,0.0752,0.0345,0.0247
1687,0.5514,0.5245,0.6769,0.7088,0.1098
1688,0.2538,0.3049,0.1142,0.1837,0.0481
1689,0.0402,0.2351,0.0776,0.0392,0.0259
1690,0.2774,0.3175,0.5477,0.2137,
1691,0.325,0.3438,0.1294,0.2846,0.0589
1692,0.3478,0.3987,0.1346,0.3232,0.0628
1693,0.1588,0.2925,0.4886,0.0952,
1694,0.5004,0.4927,0.1743,0.6181,0.0957
1695,0.2819,0.3599,0.12,0.2199,0.0521
1696,0.0372,0.2337,0.0771,0.0383,0.0257
1697,0.1662,0.2963,0.4923,0.1005,0.0374
1698,0.3632,0.408,0.1382,0.3507,0.0655
1699,0.2314,0.3314,0.1097,0.1584,0.0451
1700,0.4278,0.4039,0.6206,0.4752,
1701,0.2997,0.3703,0.5587,0.2453,0.0548
1702,0.0505,0.2397,0.079,0.0424,0.0267
1703,0.0256,0.2286,0.4226,0.035,0.0248
1704,0.2083,0.3187,0.1053,0.1631,
1705,0.2882,0.3234,0.1213,0.2286,0.053
1706,0.3968,0.3854,0.1464,0.414,0.072
1707,0.2104,0.2824,0.1057,0.1372,0.0425
1708,0.449,0.4167,0.16,0.5176,0.0832
1709,0.0144,0.2237,0.0739,0.0321,0.024
1710,0.2553,0.3057,0.1145,0.1855,0.0483
1711,0.1595,0.2928,0.0964,0.0957,0.0367
1712,0.3137,0.3375,0.1269,0.2666,0.057
1713,0.1033,0.2646,0.4609,0.0776,
1714,0.2196,0.287,0.519,0.1462,0.0436
1715,0.2632,0.3492,0.1161,0.1953,0.0494
1716,0.4314,0.4061,0.1553,0.4824,0.0792
1717,0.0939,0.2272,0.0856,0.0589,0.0303
1718,0.2203,0.3253,0.1076,0.1469,0.0437
1719,0.1604,0.2933,0.0966,0.0963,0.0368
1720,0.6093,0.5161,0.7017,0.8281,
1721,0.0302,0.2306,0.0761,0.0363,0.0252
1722,0.28,0.3189,0.1196,0.2173,0.0518
1723,0.6313,0.5739,0.7108,0.8218,
1724,0.2145,0.2844,0.5164,0.1699,
1725,0.3058,0.3331,0.1251,0.2544,0.0557
1726,0.2253,0.29,0.1085,0.152,0.0443
1727,0.2509,0.3423,0.1136,0.1803,0.0477
1728,0.4247,0.4456,0.6192,0.5239,
1729,0.1794,0.3032,0.4989,0.1339,
1730,0.2414,0.2983,0.5298,0.2025,
1731,0.2325,0.2937,0.1099,0.1912,
1732,0.177,0.2658,0.0995,0.1085,0.0386
1733,0.3295,0.3464,0.5734,0.3394,
1734,0.4524,0.4188,0.1609,0.5244,0.084
1735,0.2617,0.3484,0.1158,0.1934,
1736,0.1628,0.2589,0.097,0.098,0.037
1737,0.1527,0.2541,0.0953,0.0911,0.036
1738,0.3348,0.3494,0.1316,0.3008,0.0605
1739,0.1225,0.24,0.0902,0.0893,
1740,0.0852,0.2559,0.4519,0.0552,
1741,0.1037,0.2648,0.0871,0.0634,0.0312
1742,0.3195,0.3407,0.1281,0.2757,0.058
1743,0.3098,0.3353,0.126,0.2605,
1744,0.1355,0.246,0.0923,0.0803,0.0342
1745,0.2697,0.3529,0.1174,0.2415,
1746,0.5495,0.5233,0.676,0.7056,
1747,0.0434,0.2058,0.078,0.0401,0.0262
1748,0.0534,0.2411,0.0795,0.0433,0.0269
1749,0.5234,0.507,0.6645,0.7079,
1750,0.3114,0.3362,0.1263,0.263,0.0566
1751,0.3877,0.38,0.6016,0.3965,
1752,0.256,0.3452,0.1146,0.1864,0.0484
1753,0.7243,0.6296,0.7475,0.9236,
1754,0.4054,0.3905,0.61,0.4853,
1755,0.2686,0.3523,0.1172,0.2022,0.0502
1756,0.4299,0.4488,0.1549,0.4794,0.0789
1757,0.5287,0.5103,0.1826,0.6699,0.6034
1758,0.1885,0.3081,0.1016,0.1178,0.0399
1759,0.2821,0.3601,0.12,0.2201,0.0521
1760,0.1781,0.2663,0.0997,0.1094,0.0387
1761,0.2331,0.294,0.11,0.1602,0.0453
1762,0.0769,0.252,0.083,0.0518,0.0289
1763,0.2903,0.3245,0.1218,0.2316,0.0534
1764,0.2524,0.3041,0.1139,0.1821,0.0479
1765,0.0981,0.2291,0.0863,0.0747,
1766,0.0484,0.2079,0.0787,0.0417,0.0266
1767,0.217,0.3235,0.5177,0.1436,0.0433
1768,0.0489,0.239,0.434,0.0419,
1769,0.3873,0.4226,0.1441,0.3957,
1770,0.2589,0.3076,0.1152,0.1899,0.0488
1771,0.089,0.2577,0.4538,0.0568,0.0299
1772,0.3177,0.3808,0.5676,0.3186,
1773,0.2785,0.3181,0.1193,0.2152,0.0516
1774,0.3108,0.3359,0.5642,0.2621,0.0565
1775,0.1457,0.2508,0.0941,0.0866,0.0352
1776,0.6027,0.512,0.6989,0.7858,0.1258
1777,0.3858,0.4217,0.1437,0.3929,0.0698
1778,0.2868,0.3628,0.5524,0.2267,0.0528
1779,0.5044,0.4952,0.656,0.6755,
1780,0.2902,0.3245,0.1217,0.2315,0.0533
1781,0.2442,0.3385,0.1122,0.1725,0.0468
1782,0.11,0.2679,0.0881,0.0665,0.0318
1783,0.1745,0.3007,0.4964,0.1066,0.0383
1784,0.0917,0.2263,0.4551,0.058,
1785,0.5,0.448,0.654,0.6677,
1786,0.4424,0.4565,0.1582,0.5044,0.0817
1787,0.3082,0.3344,0.5629,0.2581,
1788,0.2083,0.3187,0.1053,0.1353,0.0422
1789,0.6655,0.5511,0.7247,0.8831,
1790,0.167,0.2967,0.0978,0.101,0.0375
1791,0.5424,0.4743,0.6729,0.6937,0.1072
1792,0.2091,0.3192,0.5137,0.136,
1793,0.1451,0.2505,0.4817,0.1052,
1794,0.0916,0.259,0.0852,0.0579,0.0301
1795,0.1034,0.2314,0.0871,0.0633,0.0312
1796,0.4632,0.4254,0.1638,0.5458,0.0865
1797,0.2238,0.2892,0.1082,0.1504,0.0441
1798,0.4239,0.4451,0.6188,0.4674,0.0776
1799,0.5661,0.5337,0.6833,0.7733,
1800,0.045,0.2065,0.0782,0.0406,0.0263
1801,0.1734,0.3001,0.0989,0.1058,0.0382
1802,0.3604,0.3641,0.1376,0.3456,0.065
1803,0.1739,0.2642,0.099,0.1062,
1804,0.1108,0.2347,0.0883,0.0669,0.0318
1805,0.1543,0.2548,0.4863,0.0922,0.0361
1806,0.2004,0.2773,0.1038,0.128,0.0413
1807,0.2709,0.314,0.1177,0.2051,
1808,0.6298,0.573,0.2147,0.8201,0.6733
1809,0.1717,0.2632,0.0986,0.1045,0.038
1810,0.3149,0.3382,0.1271,0.2685,0.0572
1811,0.3062,0.3741,0.5619,0.2989,
1812,0.2909,0.3249,0.5544,0.2325,0.0534
1813,0.2079,0.3185,0.1052,0.1349,0.0422
1814,0.2793,0.3584,0.1194,0.2163,0.0517
1815,0.1769,0.3019,0.0995,0.1085,0.0386
1816,0.197,0.2756,0.1032,0.125,0.0409
1817,0.268,0.352,0.5431,0.2014,0.0501
1818,0.3066,0.3743,0.5621,0.2556,0.0559
1819,0.4122,0.4379,0.6133,0.4442,0.0751
1820,0.2029,0.2786,0.1043,0.1303,0.0416
1821,0.3219,0.3421,0.5697,0.3259,
1822,0.4286,0.448,0.621,0.5317,
1823,0.4883,0.4408,0.6487,0.6467,
1824,0.3834,0.4202,0.1431,0.3883,0.0693
1825,0.2288,0.33,0.5235,0.1556,
1826,0.1575,0.2563,0.0961,0.0943,0.0365
1827,0.2948,0.3674,0.1227,0.2381,0.054
1828,0.0551,0.2418,0.0797,0.0439,0.0271
1829,0.1447,0.2503,0.0939,0.086,0.0351
1830,0.0587,0.2435,0.0802,0.0451,0.0274
1831,0.3511,0.3587,0.1354,0.329,
1832,0.1322,0.2789,0.4753,0.0958,
1833,0.3569,0.4042,0.5867,0.3393,0.0644
1834,0.5097,0.4985,0.177,0.6355,
1835,0.205,0.3169,0.1047,0.1322,0.0418
1836,0.1636,0.295,0.491,0.0986,0.0371
1837,0.0601,0.2441,0.4395,0.0456,
1838,0.3102,0.3764,0.1261,0.2611,0.0564
1839,0.163,0.259,0.0971,0.0982,0.037
1840,0.2242,0.3274,0.1083,0.1508,0.0442
1841,0.535,0.5143,0.6697,0.681,0.1051
1842,0.2415,0.2984,0.1117,0.1694,
1843,0.4636,0.4256,0.6373,0.5466,
1844,0.5929,0.5059,0.2025,0.7723,0.1226
1845,0.1822,0.2683,0.1005,0.1126,0.0392
1846,0.0649,0.2147,0.0812,0.0473,0.0279
1847,0.419,0.442,0.1521,0.4577,0.0766
1848,0.5375,0.5158,0.6708,0.7307,
1849,0.049,0.2081,0.0788,0.0419,0.0266
1850,0.1075,0.2667,0.0877,0.0653,0.0315
1851,0.3943,0.4269,0.1458,0.4092,0.0715
1852,0.4287,0.448,0.6211,0.477,0.0786
1853,0.1412,0.2835,0.0933,0.0838,0.0348
1854,0.2689,0.3525,0.5435,0.2025,
1855,0.5,0.4924,0.1742,0.6173,0.0956
1856,0.4055,0.4337,0.1486,0.431,0.0738
1857,0.2361,0.2956,0.5272,0.1634,0.0457
1858,0.3872,0.4225,0.1441,0.3955,0.0701
1859,0.236,0.2955,0.1106,0.1633,0.0457
1860,0.3318,0.3892,0.1309,0.2958,0.06
1861,0.2453,0.3004,0.1125,0.1737,0.0469
1862,0.0458,0.2376,0.0784,0.0409,0.0264
1863,0.25,0.3028,0.1134,0.1792,0.0476
1864,0.5364,0.4706,0.1849,0.6834,0.1055
1865,0.2574,0.3068,0.1149,0.1881,0.0486
1866,0.0226,0.1975,0.0751,0.0342,0.0246
1867,0.1783,0.2664,0.4983,0.1329,
1868,0.2508,0.3033,0.5345,0.1802,0.0477
1869,0.2147,0.2845,0.1065,0.1414,0.043
1870,0.2143,0.322,0.1064,0.141,0.0429
1871,0.3286,0.3873,0.5729,0.3378,
1872,0.1302,0.2779,0.4743,0.0773,0.0337
1873,0.0919,0.2591,0.4552,0.0581,0.0301
1874,0.0969,0.2285,0.0861,0.0603,0.0306
1875,0.2811,0.3595,0.5496,0.2188,0.052
1876,0.2412,0.3368,0.1116,0.1691,0.0464
1877,0.3536,0.4022,0.136,0.3334,0.0638
1878,0.1752,0.301,0.4968,0.1072,0.0384
1879,0.5099,0.4541,0.6585,0.6359,0.0982
1880,0.2414,0.337,0.1117,0.1693,0.0464
1881,0.2467,0.3011,0.1127,0.1754,0.0471
1882,0.091,0.2587,0.4548,0.0708,
1883,0.0926,0.2267,0.0854,0.0584,0.0302
1884,0.4824,0.4371,0.646,0.5836,
1885,0.199,0.3137,0.1035,0.1268,0.0411
1886,0.1246,0.241,0.4715,0.0741,0.0331
1887,0.3234,0.3842,0.129,0.282,0.0586
1888,0.4288,0.4045,0.1546,0.4772,0.0787
1889,0.4417,0.4561,0.158,0.503,0.0815
1890,0.1181,0.2719,0.4683,0.0706,0.0325
1891,0.2023,0.3155,0.1042,0.1297,0.0415
1892,0.164,0.2952,0.0972,0.0989,0.0371
1893,0.1981,0.3132,0.1034,0.126,0.041
1894,0.2688,0.3524,0.5435,0.2402,
1895,0.547,0.4772,0.675,0.7454,
1896,0.6865,0.564,0.733,0.8776,0.1561
1897,0.1477,0.2517,0.483,0.0879,
1898,0.1249,0.2411,0.0906,0.0743,0.0332
1899,0.3133,0.3782,0.5654,0.2659,0.0569
1900,0.4062,0.4342,0.1488,0.4324,0.0739
1901,0.4286,0.448,0.1546,0.4768,0.0786
1902,0.2344,0.3331,0.1103,0.1616,0.0455
1903,0.2237,0.3271,0.521,0.1503,
1904,0.1259,0.2416,0.0907,0.0748,0.0333
1905,0.3124,0.3368,0.1266,0.2645,0.0568
1906,0.4257,0.4026,0.1538,0.471,0.078
1907,0.1316,0.2786,0.0917,0.0781,0.0338
1908,0.3756,0.4155,0.1412,0.3736,0.0679
1909,0.2202,0.2874,0.1075,0.1468,0.0437
1910,0.3665,0.41,0.139,0.3567,0.0661
1911,0.491,0.4424,0.6499,0.6002,
1912,0.3514,0.3589,0.5841,0.3295,
1913,0.0757,0.2193,0.4472,0.0514,
1914,0.4438,0.4136,0.1586,0.5072,0.082
1915,0.7967,0.6302,0.2763,0.9454,0.2048
1916,0.0338,0.2322,0.4266,0.046,
1917,0.2992,0.3294,0.1237,0.2445,0.0547
1918,0.3812,0.4189,0.1426,0.3841,0.0689
1919,0.1544,0.2902,0.4864,0.1124,
1920,0.2711,0.3537,0.5446,0.2054,0.0505
1921,0.1725,0.2996,0.4954,0.1276,
1922,0.1408,0.2485,0.0932,0.0835,0.0347
1923,0.4533,0.4193,0.6326,0.5804,
1924,0.2703,0.3137,0.5442,0.2044,0.0504
1925,0.3006,0.3302,0.124,0.2466,0.0549
1926,0.2453,0.3391,0.1125,0.1737,0.0469
1927,0.3431,0.3541,0.58,0.315,
1928,0.3098,0.3762,0.126,0.2605,0.0564
1929,0.2064,0.3177,0.1049,0.1335,
1930,0.1014,0.2637,0.0868,0.0624,0.031
1931,0.4742,0.4321,0.6422,0.5676,0.0891
1932,0.3433,0.396,0.5801,0.3153,
1933,0.4459,0.4587,0.1591,0.5114,0.0825
1934,0.0678,0.216,0.0816,0.0484,0.0281
1935,0.4529,0.463,0.6324,0.5254,0.0841
1936,0.1965,0.2754,0.5074,0.1246,0.0408
1937,0.046,0.2377,0.4326,0.0505,
1938,0.4706,0.4299,0.1659,0.5605,0.0883
1939,0.215,0.3224,0.5167,0.1416,0.043
1940,0.2074,0.2808,0.1051,0.1344,0.0421
1941,0.1113,0.2685,0.0884,0.0672,0.0319
1942,0.1385,0.2821,0.0928,0.0821,0.0345
1943,0.276,0.3167,0.1187,0.2119,0.0512
1944,0.0779,0.2524,0.4483,0.0522,0.0289
1945,0.029,0.2301,0.4243,0.0359,0.0251
1946,0.042,0.2053,0.0778,0.0397,0.0261
1947,0.0926,0.2594,0.4556,0.0584,0.0302
1948,0.2666,0.3512,0.1168,0.1996,0.0499
1949,0.1966,0.3124,0.1031,0.1247,0.0408
1950,0.6194,0.5224,0.2112,0.8393,
1951,0.5298,0.4665,0.1829,0.6719,0.1036
1952,0.239,0.2971,0.5286,0.1994,
1953,0.1532,0.2543,0.4858,0.0914,0.036
1954,0.1596,0.2574,0.0965,0.0958,0.0367
1955,0.4812,0.4364,0.1688,0.5813,0.0908
1956,0.2879,0.3634,0.5529,0.2282,
1957,0.284,0.3612,0.551,0.2228,0.0524
1958,0.4384,0.4103,0.1571,0.4964,0.0808
1959,0.1018,0.2307,0.0868,0.0625,0.031
1960,0.3821,0.4194,0.1428,0.3858,0.0691
1961,0.2263,0.2905,0.1087,0.153,0.0444
1962,0.2701,0.3532,0.5441,0.2041,0.0504
1963,0.653,0.5871,0.2226,0.8458,0.1433
1964,0.0216,0.1971,0.0749,0.0339,0.0246
1965,0.3327,0.3482,0.1311,0.2973,0.0602
1966,0.2031,0.3159,0.1043,0.1305,0.0416
1967,0.1116,0.2687,0.0884,0.0673,0.0319
1968,0.241,0.3367,0.5296,0.202,
1969,0.1961,0.2752,0.103,0.1242,
1970,0.1005,0.2301,0.4595,0.0619,0.0309
1971,0.5331,0.5131,0.1839,0.6777,
1972,0.3201,0.3822,0.1283,0.2767,
1973,0.2464,0.3398,0.1127,0.175,
1974,0.3001,0.3299,0.5589,0.2458,
1975,0.5552,0.4823,0.1906,0.715,
1976,0.0877,0.2245,0.4532,0.0562,
1977,0.2602,0.3083,0.5392,0.1915,
1978,0.1545,0.2903,0.0956,0.0923,
1979,0.439,0.4106,0.6259,0.4976,
1980,0.1443,0.285,0.0938,0.0857,
1981,0.2038,0.3163,0.5111,0.1311,
1982,0.3327,0.3482,0.5749,0.2973,
1983,0.5314,0.4675,0.1834,0.6747,
1984,0.2075,0.3183,0.5129,0.1345,
1985,0.2437,0.2995,0.1121,0.1719,
1986,0.12,0.2389,0.0898,0.0716,
1987,0.3462,0.3559,0.1342,0.3204,
1988,0.1665,0.2965,0.0977,0.1007,
1989,0.2849,0.3617,0.1206,0.224,
1990,0.4265,0.4467,0.62,0.4726,
1991,0.2951,0.3676,0.5565,0.2385,
1992,0.3249,0.3438,0.1294,0.2845,
1993,0.6469,0.5834,0.7172,0.8394,
1994,0.3339,0.3904,0.1314,0.2993,
1995,0.4668,0.4717,0.6388,0.553,
1996,0.2366,0.3343,0.5274,0.164,
1997,0.2717,0.3541,0.1178,0.2062,
1998,0.3742,0.3721,0.1409,0.371,
1999,0.5354,0.47,0.1846,0.6817,
2000,0.463,0.4252,0.1638,0.5455,
2001,0.3407,0.3527,0.133,0.3109,
2002,0.3428,0.3957,0.1334,0.3145,
2003,0.5412,0.4736,0.6724,0.6917,
2004,0.2598,0.3473,0.539,0.191,
2005,0.2307,0.331,0.1096,0.1576,
2006,0.2939,0.3669,0.1225,0.2368,
2007,0.2782,0.3179,0.1192,0.2148,
2008,0.181,0.3041,0.4997,0.1117,
2009,0.1833,0.3053,0.1007,0.1135,
2010,0.1626,0.2588,0.097,0.0979,
2011,0.4886,0.441,0.6488,0.5956,
2012,0.2427,0.299,0.1119,0.1708,
2013,0.0725,0.218,0.4456,0.0501,
2014,0.3993,0.3869,0.1471,0.4189,
2015,0.3041,0.3728,0.5609,0.2518,
2016,0.5006,0.4484,0.6543,0.6185,
2017,0.1485,0.2521,0.4834,0.0884,
2018,0.3493,0.3577,0.135,0.3258,
2019,0.328,0.3869,0.1301,0.2895,
2020,0.6251,0.526,0.7082,0.8144,
2021,0.0134,0.2232,0.0738,0.0318,
2022,0.3356,0.3498,0.5764,0.3022,
2023,0.4423,0.4565,0.1582,0.5042,
2024,0.1567,0.2914,0.4875,0.0938,
2025,0.1944,0.2743,0.1027,0.1228,
2026,0.2745,0.3557,0.1184,0.2099,
